"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00001","","","","3","3","1","2","8","1","4","1","1","2","0.6","0.01","10","8","1","1","5","3","0","0.61","10.61","3","0.6","0.005","0.203333333","3","1","1","0.333333333","0.61","0.203333333","10","3.333333333","33.33333333","5.74929312","33.33333333","6.666666667","6.777777778","111.1111111","117.8888889","20","20.33333333","333.3333333","353.6666667"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00002","","","","3","2","1","3","7","1","2","2","11","15","1","0.28","1","8","1","1","3","7","14.37","1.28","2.28","26","0.090909091","0.018666667","0.049230769","13","8.666666667","5.5","3.666666667","0.64","0.426666667","0.5","0.333333333","42.30769231","56.14035088","66.66666667","11.11111111","14.22222222","11.11111111","25.33333333","16.66666667","21.33333333","16.66666667","38"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00003","","","","3","3","1","2","9","1","2","3","5","0","2","0","7.5","2","1","1","1","5","0.12","2","9.5","5","0.4","","0.4","1.666666667","1.666666667","1.666666667","1.666666667","0.666666667","0.666666667","2.5","2.5","100","21.05263158","100","22.22222222","22.22222222","83.33333333","105.5555556","22.22222222","22.22222222","83.33333333","105.5555556"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00004","","","","3","3","2","3","6","2","5","3","0","3","0","0.08","2.5","2","1","1","3","9","0.15","0.08","2.58","3","","0.026666667","0.026666667","1","1","0","0","0.026666667","0.026666667","0.833333333","0.833333333","0","3.100775194","100","0","0.888888889","27.77777778","28.66666667","0","0.888888889","27.77777778","28.66666667"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00005","","","","3","3","2","2","6","2","5","3","1","1","","0.08","5","2","1","1","3","9","0","","","2","","0.08","","0.666666667","0.666666667","0.333333333","0.333333333","","","1.666666667","1.666666667","50","","100","","","55.55555556","","","","55.55555556",""
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00006","","","","3","3","2","3","5","2","4","2","4","3","0.32","0.08","1.5","8","1","1","9","7","0.15","0.4","1.9","7","0.08","0.026666667","0.057142857","3.5","2.333333333","2","1.333333333","0.2","0.133333333","0.75","0.5","57.14285714","21.05263158","66.66666667","3.555555556","4.444444444","16.66666667","21.11111111","5.333333333","6.666666667","25","31.66666667"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00007","","","","3","3","3","6","8","1","3","2","0","2","0","0.04","5","2","1","1","9","9","0","0.04","5.04","2","","0.02","0.02","1","0.666666667","0","0","0.02","0.013333333","2.5","1.666666667","0","0.793650794","66.66666667","0","0.444444444","55.55555556","56","0","0.666666667","83.33333333","84"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00008","","","","3","3","2","3","6","1","2","2","0","5","0","0.1","1","2","1","1","8","9","0","0.1","1.1","5","","0.02","0.02","2.5","1.666666667","0","0","0.05","0.033333333","0.5","0.333333333","0","9.090909091","66.66666667","0","1.111111111","11.11111111","12.22222222","0","1.666666667","16.66666667","18.33333333"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00009","","","","3","3","2","5","5","3","6","3","2","3","0.16","0.08","1","2","1","1","3","7","1.38","0.24","1.24","5","0.08","0.026666667","0.048","1.666666667","1.666666667","0.666666667","0.666666667","0.08","0.08","0.333333333","0.333333333","40","19.35483871","100","1.777777778","2.666666667","11.11111111","13.77777778","1.777777778","2.666666667","11.11111111","13.77777778"
"","","UGP2014NAM-OT03","","","","","","","","","UGP2014NAM-OT03-00010","","","","3","3","1","2","5","1","3","3","0","1","0","0.02","4.5","8","1","1","9","9","0.12","0.02","4.52","1","","0.02","0.02","0.333333333","0.333333333","0","0","0.006666667","0.006666667","1.5","1.5","0","0.442477876","100","0","0.222222222","50","50.22222222","0","0.222222222","50","50.22222222"
